countryname,Active,Closed,Dropped,Pipeline
Republic of Tajikistan,False,False,True,False
Republic of Albania,False,False,True,False
Bosnia and Herzegovina,False,False,True,False
Russian Federation,False,False,True,False
Republic of Uzbekistan,False,False,True,False
Republic of India,False,False,True,False
Islamic Republic of Pakistan,False,False,True,False
Republic of Senegal,False,False,True,False
Islamic Republic of Mauritania,False,False,True,False
Republic of Panama,False,False,True,False
Hashemite Kingdom of Jordan,False,False,True,False
Southern Africa,False,False,True,False
Republic of India,False,False,True,False
Republic of Panama,False,False,True,False
Republic of Croatia,False,False,True,False
Central African Republic,False,False,True,False
Republic of Panama,False,False,True,False
Ukraine,False,False,True,False
Republic of Guinea,False,False,True,False
Republic of Kenya,False,False,True,False
Russian Federation,False,False,True,False
Argentine Republic,False,False,True,False
Republic of Azerbaijan,False,False,True,False
South Asia,False,False,True,False
Republic of Turkey,False,False,True,False
Islamic Republic of Pakistan,False,False,True,False
Oriental Republic of Uruguay,False,False,True,False
Republic of Madagascar,False,False,True,False
Republic of India,False,False,True,False
The Independent State of Papua New Guine,False,False,True,False
Federative Republic of Brazil,False,False,True,False
Republic of Peru,False,False,True,False
Republic of Honduras,False,False,True,False
Republic of Guinea,False,False,True,False
Republic of Indonesia,False,False,True,False
Democratic Republic of Timor-Leste,False,False,True,False
Macedonia,False,False,True,False
Republic of Croatia,False,False,True,False
Republic of Poland,False,False,True,False
Republic of Azerbaijan,False,False,True,False
Democratic Socialist Republic of Sri Lan,False,False,True,False
Africa,False,False,True,False
Republic of Angola,False,False,True,False
Islamic Republic of Pakistan,False,False,True,False
People's Republic of China,False,False,True,False
United Mexican States,False,False,True,False
Republic of India,False,False,True,False
Republic of Guatemala,False,False,True,False
Republic of Guinea-Bissau,False,False,False,False
Islamic Republic of Pakistan,False,False,True,False
Republic of Madagascar,False,False,True,False
Kingdom of Cambodia,False,False,True,False
Republic of Kazakhstan,False,False,True,False
Republic of Yemen,False,False,True,False
Africa,False,False,True,False
People's Republic of China,False,False,True,False
Russian Federation,False,False,True,False
Arab Republic of Egypt,False,False,True,False
People's Republic of China,False,False,False,True
Islamic Republic of Pakistan,False,False,True,False
Africa,False,False,True,False
Republic of Tajikistan,False,False,True,False
Hashemite Kingdom of Jordan,False,False,True,False
Republic of Poland,False,False,True,False
Co-operative Republic of Guyana,False,False,True,False
Africa,False,False,True,False
Republic of Armenia,False,False,True,False
Federal Democratic Republic of Ethiopia,False,False,True,False
People's Republic of Bangladesh,False,False,True,False
Republic of Peru,False,False,True,False
Republic of Tunisia,False,False,True,False
United Republic of Tanzania,False,False,True,False
Kingdom of Cambodia,False,False,True,False
People's Republic of China,False,False,True,False
World,False,False,False,True
Republic of Kosovo,False,False,False,True
Republic of Tunisia,False,False,True,False
Republic of Tunisia,False,False,True,False
Republic of India,False,False,True,False
Kingdom of Cambodia,False,False,True,False
Republic of the Philippines,False,False,True,False
Republic of the Philippines,False,False,True,False
People's Republic of China,False,False,True,False
Republic of Paraguay,False,False,True,False
People's Republic of Bangladesh,False,False,True,False
Republic of Liberia,False,False,True,False
Middle East and North Africa,False,False,True,False
Republic of Colombia,False,False,True,False
Kingdom of Morocco,False,False,True,False
Arab Republic of Egypt,False,False,True,False
Republic of Bulgaria,False,False,True,False
Republic of Bulgaria,False,False,True,False
World,False,False,False,True
Argentine Republic,False,False,False,True
United Mexican States,False,False,False,True
Russian Federation,False,False,True,False
Republic of Tunisia,False,False,True,False
Mongolia,False,False,True,False
Republic of Nicaragua,False,False,False,True
Republic of Armenia,False,False,True,False
Kingdom of Thailand,False,False,True,False
Kingdom of Thailand,False,False,True,False
Republic of Colombia,False,False,False,True
Republic of Guinea-Bissau,False,False,True,False
Republic of Kenya,False,False,True,False
Republic of Indonesia,False,False,True,False
Bosnia and Herzegovina,False,False,True,False
Islamic  Republic of Afghanistan,False,False,True,False
Republic of Tunisia,False,False,True,False
Russian Federation,False,False,True,False
Islamic  Republic of Afghanistan,False,False,True,False
Kingdom of Morocco,False,False,True,False
Argentine Republic,False,False,True,False
Republic of Panama,False,False,True,False
Romania,False,False,True,False
Republic of Kenya,False,False,True,False
Republic of Mali,False,False,True,False
Republic of Tunisia,False,False,True,False
Africa,False,False,True,False
Republic of Uganda,False,False,True,False
Republic of Albania,False,False,True,False
Republic of Azerbaijan,False,False,True,False
Republic of Costa Rica,False,False,True,False
Federal Democratic Republic of Ethiopia,False,False,True,False
Russian Federation,False,False,True,False
Mongolia,False,False,True,False
Republic of Tajikistan,False,False,True,False
Hashemite Kingdom of Jordan,False,False,True,False
Federal Republic of Nigeria,False,False,True,False
Republic of Malawi,False,False,True,False
Kingdom of Morocco,False,False,True,False
Republic of Tunisia,False,False,True,False
Republic of Iraq,False,False,True,False
Kingdom of Tonga,False,False,True,False
Republic of Serbia,False,False,True,False
Republic of Paraguay,False,False,True,False
Turkmenistan,False,False,True,False
Russian Federation,False,False,True,False
Republic of Haiti,False,False,True,False
Republic of Indonesia,False,False,True,False
Democratic Republic of the Congo,False,False,False,True
Federal Democratic Republic of Ethiopia,False,False,False,True
Middle East and North Africa,False,False,True,False
Republic of Cameroon,False,False,False,True
Republic of Uganda,False,False,False,True
Kingdom of Tonga,False,False,True,False
Republic of Kiribati,False,False,True,False
Republic of Madagascar,False,False,False,True
People's Republic of Bangladesh,False,False,True,False
Kingdom of Lesotho,False,False,True,False
Republic of Bulgaria,False,False,True,False
Republic of Chile,False,False,False,True
Republic of El Salvador,False,False,False,True
Republic of Uzbekistan,False,False,True,False
Africa,False,False,True,False
Lao People's Democratic Republic,False,False,False,True
Republic of Tunisia,False,False,True,False
Russian Federation,False,False,True,False
Republic of Panama,False,False,True,False
United Republic of Tanzania,False,False,True,False
People's Republic of China,False,False,True,False
Republic of Malawi,False,False,True,False
Russian Federation,False,False,True,False
Republic of India,False,False,True,False
Russian Federation,False,False,True,False
Kingdom of Thailand,False,False,True,False
Russian Federation,False,False,True,False
United Republic of Tanzania,False,False,True,False
Republic of Chile,False,False,True,False
Middle East and North Africa,False,False,True,False
Republic of Colombia,False,False,True,False
Federative Republic of Brazil,False,False,True,False
Kingdom of Bhutan,False,False,True,False
Pacific Islands,False,False,True,False
United Mexican States,False,False,True,False
Montenegro,False,False,True,False
Republic of Rwanda,False,False,True,False
Republic of Indonesia,False,False,True,False
Republic of El Salvador,False,False,True,False
Russian Federation,False,False,False,True
Republic of Ghana,False,False,True,False
Bosnia and Herzegovina,False,False,True,False
Argentine Republic,False,False,True,False
People's Republic of China,False,False,True,False
People's Democratic Republic of Algeria,False,False,True,False
Republic of Yemen,False,False,True,False
Republic of Kenya,False,False,True,False
South Asia,False,False,True,False
Republic of India,False,False,True,False
Republic of Indonesia,False,False,True,False
Lao People's Democratic Republic,False,False,True,False
Republic of Indonesia,False,False,True,False
Republic of Mauritius,False,False,True,False
Republic of Indonesia,False,False,True,False
Republic of Mozambique,False,False,False,True
People's Republic of China,False,False,True,False
Republic of India,False,False,True,False
Nepal,False,False,True,False
Republic of Albania,False,False,True,False
Kingdom of Thailand,False,False,False,True
Republic of Colombia,False,False,True,False
Republic of Indonesia,False,False,True,False
Dominican Republic,False,False,True,False
Republic of Tunisia,False,False,True,False
Lebanese Republic,False,False,True,False
Republic of Honduras,False,False,True,False
Republic of the Philippines,False,False,True,False
Republic of Armenia,False,False,True,False
Republic of Ghana,False,False,True,False
Argentine Republic,False,False,True,False
Russian Federation,False,False,False,True
Central African Republic,False,False,True,False
Russian Federation,False,False,True,False
Islamic Republic of Mauritania,False,False,True,False
Republic of Tunisia,False,False,True,False
Republic of South Sudan,False,False,False,True
Republic of Kiribati,False,False,True,False
Russian Federation,False,False,False,True
Pacific Islands,False,False,True,False
Africa,False,False,True,False
Republic of India,False,False,False,True
Democratic Republic of the Congo,False,False,True,False
West Bank and Gaza,False,False,False,True
Republic of Yemen,False,False,True,False
Republic of Yemen,False,False,True,False
Africa,False,False,False,True
Republic of Uganda,False,False,True,False
People's Democratic Republic of Algeria,False,False,True,False
Andean Countries,False,False,True,False
Republic of Colombia,False,False,True,False
Montenegro,False,False,False,True
Islamic  Republic of Afghanistan,False,False,True,False
Republic of Zimbabwe,False,False,True,False
Republic of South Sudan,False,False,False,True
Kingdom of Morocco,False,False,False,True
Middle East and North Africa,False,False,True,False
Republic of the Marshall Islands,False,False,True,False
Republic of Djibouti,False,False,True,False
Russian Federation,False,False,True,False
Republic of Togo,False,False,False,True
Lebanese Republic,False,False,True,False
Russian Federation,False,False,True,False
Russian Federation,False,False,True,False
Republic of India,False,False,True,False
Republic of India,False,False,True,False
Republic of India,False,False,False,True
Republic of Ecuador,False,False,True,False
Republic of Vanuatu,False,False,True,False
Republic of Yemen,False,False,False,True
Republic of Azerbaijan,False,False,True,False
Republic of Indonesia,False,False,True,False
Republic of Uganda,False,False,True,False
Republic of Yemen,False,False,True,False
Republic of Turkey,False,False,True,False
Republic of Peru,False,False,True,False
Somali Democratic Republic,False,False,True,False
Republic of Kenya,False,False,False,True
Republic of Haiti,False,False,False,True
Nepal,False,False,False,True
Republic of Liberia,False,False,False,True
Somali Democratic Republic,False,False,True,False
United Republic of Tanzania,False,False,False,True
Socialist Republic of Vietnam,False,False,True,False
Federative Republic of Brazil,False,False,True,False
Socialist Republic of Vietnam,False,False,True,False
Arab Republic of Egypt,False,False,True,False
People's Republic of Bangladesh,False,False,True,False
Montenegro,False,False,True,False
Republic of Cote d'Ivoire,False,False,False,True
Republic of Iraq,False,False,True,False
Burkina Faso,False,False,False,True
Bosnia and Herzegovina,False,False,True,False
Republic of Togo,False,False,False,True
Republic of South Sudan,False,False,True,False
Republic of India,False,False,True,False
Republic of Iraq,False,False,True,False
Republic of Iraq,False,False,True,False
Republic of Colombia,False,False,True,False
Republic of India,False,False,True,False
Nepal,False,False,True,False
Republic of Kenya,False,False,True,False
Republic of Botswana,False,False,True,False
Islamic Republic of Pakistan,False,False,False,True
Kingdom of Morocco,False,False,True,False
United Republic of Tanzania,False,False,True,False
Pacific Islands,False,False,True,False
Kingdom of Morocco,False,False,False,True
Republic of Fiji,False,False,False,True
Federal Democratic Republic of Ethiopia,False,False,False,True
Jamaica,False,False,True,False
Republic of the Union of Myanmar,False,False,True,False
Democratic Republic of Sao Tome and Prin,False,False,True,False
Republic of Cote d'Ivoire,False,False,True,False
Eastern Africa,False,False,True,False
Ukraine,False,False,True,False
Dominican Republic,False,False,False,True
Pacific Islands,False,False,True,False
Democratic Socialist Republic of Sri Lan,False,False,False,True
Republic of Botswana,False,False,True,False
Republic of Albania,False,False,True,False
Organization of Eastern Caribbean States,False,False,True,False
Russian Federation,False,False,True,False
Oriental Republic of Uruguay,False,False,False,True
Republic of Kazakhstan,False,False,True,False
Republic of Albania,False,False,True,False
Socialist Republic of Vietnam,False,False,False,True
Central Asia,False,False,True,False
Belize,False,False,False,True
United Republic of Tanzania,False,False,True,False
Democratic Socialist Republic of Sri Lan,False,False,False,True
Solomon Islands,False,False,True,False
Dominican Republic,False,False,True,False
Arab Republic of Egypt,False,False,True,False
Republic of the Philippines,False,False,True,False
Republic of Malawi,False,False,True,False
Lao People's Democratic Republic,False,False,False,True
Republic of the Philippines,False,False,True,False
Republic of Kazakhstan,False,False,True,False
Republic of Kazakhstan,False,False,True,False
Middle East and North Africa,False,False,True,False
Federal Republic of Nigeria,False,False,False,True
Republic of Kazakhstan,False,False,True,False
Republic of Senegal,False,False,False,True
Islamic  Republic of Afghanistan,False,False,True,False
Nepal,False,False,False,True
Republic of Colombia,False,False,False,True
Eastern Africa,False,False,False,True
Republic of Bulgaria,False,False,True,False
People's Republic of Bangladesh,False,False,False,True
Republic of Uzbekistan,False,False,True,False
People's Republic of China,False,False,False,True
St. Lucia,False,False,False,True
Union of the Comoros,False,False,True,False
Kingdom of Tonga,False,False,False,True
Republic of Kazakhstan,False,False,True,False
United Mexican States,False,False,True,False
Republic of Maldives,False,False,False,True
Republic of the Philippines,False,False,True,False
Republic of Nicaragua,False,False,False,True
Republic of Mozambique,False,False,True,False
Africa,False,False,False,True
Republic of Uganda,False,False,True,False
Islamic  Republic of Afghanistan,False,False,True,False
Republic of India,False,False,True,False
Republic of Armenia,False,False,False,True
Republic of Benin,False,False,False,True
Republic of Zambia,False,False,False,True
Africa,False,False,False,True
Republic of Azerbaijan,False,False,True,False
Kingdom of Bhutan,False,False,False,True
Union of the Comoros,False,False,True,False
Pacific Islands,False,False,False,True
People's Republic of China,False,False,False,True
Africa,False,False,True,False
Republic of Uganda,False,False,True,False
Republic of El Salvador,False,False,True,False
Central African Republic,False,False,False,True
Co-operative Republic of Guyana,False,False,False,True
Republic of Niger,False,False,False,True
Republic of Kenya,False,False,False,True
Republic of Peru,False,False,False,True
Republic of Azerbaijan,False,False,True,False
Republic of India,False,False,False,True
Republic of Indonesia,False,False,True,False
Republic of the Union of Myanmar,False,False,False,True
Republic of Indonesia,False,False,False,True
Republic of Panama,False,False,True,False
Republic of Peru,False,False,False,True
Arab Republic of Egypt,False,False,True,False
Republic of El Salvador,False,False,True,False
Romania,False,False,False,True
Republic of Turkey,False,False,False,True
Organization of Eastern Caribbean States,False,False,False,True
Socialist Republic of Vietnam,False,False,False,True
Kingdom of Bhutan,False,False,True,False
Republic of Cameroon,False,False,False,True
Republic of The Gambia,False,False,False,True
People's Republic of China,False,False,False,True
Republic of Malawi,False,False,True,False
Islamic  Republic of Afghanistan,False,False,False,True
Republic of India,False,False,False,True
Lebanese Republic,False,False,True,False
People's Republic of China,False,False,False,True
People's Republic of China,False,False,False,True
People's Republic of China,False,False,False,True
People's Republic of China,False,False,False,True
Republic of India,False,False,False,True
Republic of Indonesia,False,False,False,True
Republic of Turkey,False,False,False,True
Argentine Republic,False,False,True,False
Republic of the Marshall Islands,False,False,False,True
Republic of India,False,False,False,True
People's Republic of China,False,False,False,True
Islamic  Republic of Afghanistan,False,False,True,False
West Bank and Gaza,False,False,False,True
Jamaica,False,False,True,False
People's Republic of China,False,False,False,True
Republic of Malawi,False,False,False,True
Socialist Republic of Vietnam,False,False,True,False
Republic of Indonesia,False,False,False,True
Nepal,False,False,False,True
Republic of Suriname,False,False,True,False
World,False,False,False,True
Republic of Fiji,False,False,True,False
United Republic of Tanzania,False,False,False,True
Central Asia,False,False,False,True
People's Republic of China,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Republic of Tajikistan,False,False,True,False
Tuvalu,False,False,False,True
Islamic  Republic of Afghanistan,False,False,False,True
Nepal,False,False,True,False
Kingdom of Swaziland,False,False,False,True
Republic of Cote d'Ivoire,False,False,False,True
Central Asia,False,False,False,True
Republic of Ghana,False,False,False,True
Burkina Faso,False,False,False,True
Republic of Mali,False,False,True,False
Republic of India,False,False,False,True
Republic of India,False,False,False,True
The Independent State of Papua New Guine,False,False,True,False
People's Republic of China,False,False,False,True
Republic of Kenya,False,False,False,True
Islamic  Republic of Afghanistan,False,False,True,False
Argentine Republic,False,False,True,False
United Republic of Tanzania,False,False,False,True
Republic of Azerbaijan,False,False,False,True
Republic of India,False,False,True,False
Africa,False,False,True,False
Republic of Ghana,False,False,True,False
Republic of the Union of Myanmar,False,False,False,True
Republic of Chile,False,False,False,True
Republic of Sierra Leone,False,False,False,True
Democratic Republic of the Congo,False,False,False,True
Republic of Ghana,False,False,False,True
Republic of Costa Rica,False,False,False,True
Republic of India,False,False,False,True
Republic of Zambia,False,False,False,True
Republic of India,False,False,False,True
Socialist Republic of Vietnam,False,False,False,True
Republic of Zambia,False,False,True,False
United Republic of Tanzania,False,False,True,False
Socialist Republic of Vietnam,False,False,False,True
Democratic Socialist Republic of Sri Lan,False,False,False,True
Islamic  Republic of Afghanistan,False,False,True,False
Republic of Cote d'Ivoire,False,False,False,True
Republic of Indonesia,False,False,False,True
Kingdom of Lesotho,False,False,False,True
Republic of Guinea-Bissau,False,False,False,True
Republic of Nicaragua,False,False,False,True
Western Africa,False,False,False,True
United Republic of Tanzania,False,False,False,True
Democratic Republic of the Congo,False,False,False,True
Republic of India,False,False,False,True
Federal Republic of Nigeria,False,False,False,True
World,False,False,False,True
Africa,False,False,False,True
Socialist Republic of Vietnam,False,False,True,False
Republic of Liberia,False,False,False,True
Africa,False,False,False,True
People's Republic of Bangladesh,False,False,False,True
Argentine Republic,False,False,True,False
Democratic Republic of Timor-Leste,False,False,True,False
Republic of Cameroon,False,False,False,True
Republic of Moldova,False,False,False,True
People's Republic of Bangladesh,False,False,False,True
Western Africa,False,False,False,True
Socialist Republic of Vietnam,False,False,False,True
Republic of the Sudan,False,False,False,True
Republic of Kenya,False,False,False,True
United Mexican States,False,False,False,True
St. Lucia,False,False,False,True
Republic of Senegal,False,False,False,True
United Republic of Tanzania,False,False,False,True
Republic of the Marshall Islands,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Republic of Mali,False,False,False,True
People's Republic of Bangladesh,False,False,False,True
Republic of Senegal,False,False,False,True
Kyrgyz Republic,False,False,True,False
People's Republic of Bangladesh,False,False,False,True
Tuvalu,False,False,False,True
Kingdom of Tonga,False,False,False,True
People's Republic of Bangladesh,False,False,False,True
Democratic Republic of the Congo,False,False,False,True
Montenegro,False,False,True,False
Plurinational State of Bolivia,False,False,False,True
United Republic of Tanzania,False,False,True,False
Lebanese Republic,False,False,True,False
Federal Democratic Republic of Ethiopia,False,False,False,True
Republic of Togo,False,False,False,True
Republic of Mozambique,False,False,False,True
Republic of Ghana,False,False,False,True
Democratic Republic of Sao Tome and Prin,False,False,False,True
Democratic Republic of the Congo,False,False,False,True
World,False,False,False,True
Kingdom of Morocco,False,False,True,False
Republic of Guinea-Bissau,False,False,False,True
People's Republic of Bangladesh,False,False,False,True
Nepal,False,False,False,True
Republic of Uganda,False,False,False,True
People's Republic of Bangladesh,False,False,False,True
Plurinational State of Bolivia,False,False,False,True
Federal Republic of Nigeria,False,False,False,True
Republic of Senegal,False,False,False,True
Western Balkans,False,False,False,True
Republic of India,False,False,False,True
Republic of India,False,False,False,True
Commonwealth of Dominica,False,False,False,True
Republic of the Union of Myanmar,False,False,False,True
Republic of Sierra Leone,False,False,False,True
Republic of Niger,False,False,True,False
Socialist Republic of Vietnam,False,False,False,True
Macedonia,False,False,False,True
Republic of Uzbekistan,False,False,False,True
Republic of Peru,False,False,False,True
People's Republic of China,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Plurinational State of Bolivia,False,False,False,True
Western Africa,False,False,False,True
Republic of Senegal,False,False,False,True
Africa,False,False,False,True
Republic of Iraq,False,False,False,True
Federative Republic of Brazil,False,False,False,True
Republic of the Sudan,False,False,False,True
United Republic of Tanzania,False,False,False,True
Democratic Republic of the Congo,False,False,False,True
World,False,False,False,True
Lao People's Democratic Republic,False,False,False,True
Western Africa,False,False,False,True
Republic of Colombia,False,False,False,True
Republic of Benin,False,False,False,True
People's Republic of China,False,False,False,True
Republic of Tajikistan,False,False,False,True
Republic of the Union of Myanmar,False,False,False,True
Kingdom of Cambodia,False,False,False,True
Republic of Tajikistan,False,False,True,False
United Mexican States,False,False,False,True
Republic of Turkey,False,False,False,True
Republic of Peru,False,False,False,True
Arab Republic of Egypt,False,False,False,True
Republic of Iraq,False,False,True,False
Caribbean,False,False,True,False
Republic of Ghana,False,False,False,True
Republic of Djibouti,False,False,False,True
Solomon Islands,False,False,False,True
Republic of Uzbekistan,False,False,False,True
Western Africa,False,False,False,True
Republic of Kiribati,False,False,False,True
Democratic Socialist Republic of Sri Lan,False,False,False,True
Republic of Tunisia,False,False,False,True
Republic of Indonesia,False,False,True,False
Republic of Indonesia,False,False,True,False
Republic of Nicaragua,False,False,False,True
Republic of Cote d'Ivoire,False,False,False,True
Republic of Peru,False,False,False,True
Dominican Republic,False,False,False,True
Democratic Republic of Sao Tome and Prin,False,False,False,True
Arab Republic of Egypt,False,False,True,False
Western Africa,False,False,False,True
Republic of Peru,False,False,False,True
Dominican Republic,False,False,False,True
Kingdom of Cambodia,False,False,False,True
Republic of India,False,False,False,True
Nepal,False,False,True,False
Democratic Socialist Republic of Sri Lan,False,False,False,True
Federal Republic of Nigeria,False,False,False,True
Republic of Congo,False,False,False,True
Federal Democratic Republic of Ethiopia,False,False,False,True
Republic of the Union of Myanmar,False,False,False,True
Eastern Africa,False,False,False,True
Republic of Chad,False,False,False,True
Republic of the Philippines,False,False,False,True
United Republic of Tanzania,False,False,False,True
Africa,False,False,True,False
Islamic Republic of Pakistan,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Republic of Honduras,False,False,False,True
Republic of Equatorial Guinea,False,False,False,True
World,False,False,False,True
Republic of Benin,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Republic of Tunisia,False,False,False,True
Republic of Serbia,False,False,False,True
Republic of Uganda,False,False,False,True
Republic of Sierra Leone,False,False,False,True
Democratic Socialist Republic of Sri Lan,False,False,False,True
Republic of Maldives,False,False,False,True
Republic of Uganda,False,False,False,True
Somali Democratic Republic,False,False,False,True
Democratic Socialist Republic of Sri Lan,False,False,False,True
Republic of Madagascar,False,False,False,True
Kingdom of Cambodia,False,False,False,True
Republic of Cameroon,False,False,False,True
Republic of Indonesia,False,False,False,True
Federated States of Micronesia,False,False,False,True
Republic of Malawi,False,False,False,True
Republic of Maldives,False,False,False,True
Republic of Maldives,False,False,False,True
Federal Republic of Nigeria,False,False,False,True
Republic of Indonesia,False,False,False,True
Republic of Kenya,False,False,False,True
Republic of Ghana,False,False,False,True
Republic of Mozambique,False,False,False,True
World,False,False,False,True
Federal Republic of Nigeria,False,False,False,True
Republic of Mali,False,False,False,True
Western Africa,False,False,False,True
Republic of Mali,False,False,False,True
United Mexican States,False,False,False,True
Republic of India,False,False,False,True
Burkina Faso,False,False,False,True
Republic of Kenya,False,False,False,True
Republic of Niger,False,False,False,True
Republic of Cameroon,False,False,False,True
Republic of Malawi,False,False,False,True
Republic of the Union of Myanmar,False,False,False,True
Republic of Cote d'Ivoire,False,False,False,True
Republic of Djibouti,False,False,False,True
Republic of Turkey,False,False,False,True
Republic of Guinea,False,False,False,True
Republic of Honduras,False,False,False,True
Republic of Kosovo,False,False,False,True
Gabonese Republic,False,False,False,True
Republic of Ghana,False,False,False,True
Republic of Sierra Leone,False,False,False,True
Republic of Malawi,False,False,False,True
Republic of Guinea,False,False,False,True
Republic of Mali,False,False,False,True
Eastern Africa,False,False,False,True
Republic of Belarus,False,False,False,True
People's Republic of China,False,False,False,True
Republic of Guinea,False,False,False,True
Republic of Nicaragua,False,False,False,True
Burkina Faso,False,False,False,True
Republic of Cabo Verde,False,False,False,True
Republic of Cote d'Ivoire,False,False,False,True
Nepal,False,False,False,True
Republic of Guinea,False,False,False,True
Republic of Malawi,False,False,False,True
Federal Democratic Republic of Ethiopia,False,False,False,True
Western Africa,False,False,False,True
Republic of Sierra Leone,False,False,False,True
Africa,False,False,False,True
Republic of El Salvador,False,False,False,True
Samoa,False,False,False,True
United Mexican States,False,False,False,True
Socialist Republic of Vietnam,False,False,False,True
Republic of Mozambique,False,False,False,True
Islamic  Republic of Afghanistan,False,False,False,True
Republic of the Union of Myanmar,False,False,False,True
Republic of Ghana,False,False,False,True
Republic of Liberia,False,False,True,False
Africa,False,False,False,True
Republic of Niger,False,False,False,True
Republic of Niger,False,False,False,True
Republic of Rwanda,False,False,False,True
Republic of Chad,False,False,False,True
Republic of Madagascar,False,False,False,True
Republic of Guinea,False,False,False,True
Western Africa,False,False,False,True
Republic of Mozambique,False,False,False,True
Republic of Mali,False,False,False,True
Republic of Niger,False,False,False,True
Union of the Comoros,False,False,False,True
Federative Republic of Brazil,False,False,False,True
Federative Republic of Brazil,False,False,False,True
Republic of Ghana,False,False,False,True
Republic of Tunisia,False,False,False,True
World,False,False,False,True
World,False,False,False,True
Republic of Kenya,False,False,False,True
United Republic of Tanzania,False,False,False,True
Republic of Ghana,False,False,False,True
Burkina Faso,False,False,False,True
Western Africa,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Republic of Liberia,False,False,False,True
Republic of Sierra Leone,False,False,False,True
Republic of Chad,False,False,False,True
United Republic of Tanzania,False,False,False,True
Islamic  Republic of Afghanistan,False,False,False,True
Republic of Malawi,False,False,False,True
Central Asia,False,False,False,True
Burkina Faso,False,False,False,True
Republic of Rwanda,False,False,False,True
Western Africa,False,False,False,True
Lao People's Democratic Republic,False,False,False,True
Republic of Ghana,False,False,False,True
Central Africa,False,False,False,True
Republic of Togo,False,False,False,True
Lao People's Democratic Republic,False,False,False,True
United Republic of Tanzania,False,False,False,True
United Republic of Tanzania,False,False,False,True
Socialist Republic of Vietnam,False,False,False,True
Republic of India,False,False,False,True
Kingdom of Tonga,False,False,False,True
Republic of Sierra Leone,False,False,False,True
Republic of the Philippines,False,False,False,True
Central African Republic,False,False,False,True
Republic of Malawi,False,False,False,True
Kingdom of Lesotho,False,False,False,True
Republic of Liberia,False,False,False,True
Republic of Kenya,False,False,False,True
Republic of Malawi,False,False,False,True
Republic of Niger,False,False,False,True
Republic of Mali,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Democratic Republic of the Congo,False,False,False,True
Africa,False,False,False,True
Africa,False,False,False,True
United Republic of Tanzania,False,False,False,True
Nepal,False,False,False,True
The Independent State of Papua New Guine,False,False,True,False
Republic of Kosovo,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Argentine Republic,False,False,False,True
Federated States of Micronesia,False,False,False,True
Republic of Honduras,False,False,False,True
Kingdom of Thailand,False,False,False,True
Republic of Burundi,False,False,False,True
Republic of Madagascar,False,False,False,True
Republic of Cabo Verde,False,False,False,True
Republic of Colombia,False,False,False,True
Republic of Tajikistan,False,False,False,True
Republic of Armenia,False,False,False,True
Lebanese Republic,False,False,False,True
Republic of the Philippines,False,False,False,True
Kingdom of Cambodia,False,False,False,True
Ukraine,False,False,False,True
Plurinational State of Bolivia,False,False,False,True
Kingdom of Morocco,False,False,False,True
Republic of Moldova,False,False,False,True
Republic of Mozambique,False,False,False,True
People's Republic of Bangladesh,False,False,False,True
Somali Democratic Republic,False,False,False,True
Islamic Republic of Mauritania,False,False,False,True
Republic of Mali,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Republic of Indonesia,False,False,False,True
Republic of Kenya,False,False,False,True
Argentine Republic,False,False,False,True
Africa,False,False,False,True
United Republic of Tanzania,False,False,False,True
Republic of Rwanda,False,False,False,True
Republic of Belarus,False,False,False,True
Africa,False,False,False,True
United Republic of Tanzania,False,False,False,True
Federative Republic of Brazil,False,False,False,True
Federative Republic of Brazil,False,False,False,True
Republic of Malawi,False,False,False,True
Republic of Ecuador,False,False,False,True
Republic of Uzbekistan,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Samoa,False,False,False,True
Republic of Congo,False,False,False,True
Plurinational State of Bolivia,False,False,False,True
Solomon Islands,False,False,False,True
Samoa,False,False,False,True
Republic of Liberia,False,False,False,True
Republic of India,False,False,False,True
Republic of Suriname,False,False,False,True
Romania,False,False,False,True
Union of the Comoros,False,False,False,True
Caribbean,False,False,False,True
Western Africa,False,False,False,True
Republic of Indonesia,False,False,False,True
Republic of Cameroon,False,False,False,True
Republic of Mozambique,False,False,False,True
Democratic Republic of the Congo,False,False,False,True
Republic of Benin,False,False,False,True
Islamic  Republic of Afghanistan,False,False,False,True
Republic of Togo,False,False,False,True
Republic of Suriname,False,False,False,True
Republic of Benin,False,False,False,True
Republic of Djibouti,False,False,False,True
The Independent State of Papua New Guine,False,False,False,True
Republic of Iraq,False,False,False,True
Federal Republic of Nigeria,False,False,False,True
Jamaica,False,False,False,True
Romania,False,False,False,True
Islamic Republic of Mauritania,False,False,False,True
Africa,False,False,False,True
Republic of Haiti,False,False,False,True
Republic of Croatia,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
